sample_name	birth_date	body_weight_at_sacrifice	body_weight_at_sacrifice_unit	collection_date	collection_timestamp	condition	country	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	facility	facs_presorted_bacteria	fat	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_cageid	host_common_name	host_genotype	host_height	host_height_units	host_life_stage	host_scientific_name	host_strain	host_subject_id	host_taxid	host_vendor	host_weight	host_weight_units	latitude	liver_weight	liver_weight_unit	longitude	physical_specimen_location	physical_specimen_remaining	qiita_sample_type	qiita_study_id	sample_type	scientific_name	sex	taxon_id	timepoint	title
15900.s323.S323	2021-09-16 00:00:00	21.5	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.18	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55226	10090	Janvier Labs	22.1	g	51.206417488638486	1.13	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s324.1.S324.1	2021-09-14 00:00:00	32	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.26	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	6	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55204	10090	Janvier Labs	33.7	g	51.206417488638486	1.42	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s324.S324	2021-09-14 00:00:00	32	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.26	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	6	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55204	10090	Janvier Labs	33.7	g	51.206417488638486	1.42	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s325.1.S325.1	2021-09-16 00:00:00	21.4	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.28	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55210	10090	Janvier Labs	22	g	51.206417488638486	1.04	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s325.S325	2021-09-16 00:00:00	21.4	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.28	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55210	10090	Janvier Labs	22	g	51.206417488638486	1.04	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s326.1.S326.1	2021-09-16 00:00:00	25.7	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.68	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55211	10090	Janvier Labs	27.7	g	51.206417488638486	1.24	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s326.S326	2021-09-16 00:00:00	25.7	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.68	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55211	10090	Janvier Labs	27.7	g	51.206417488638486	1.24	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s327.1.S327.1	2021-09-16 00:00:00	21.8	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.32	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55212	10090	Janvier Labs	22.2	g	51.206417488638486	0.99	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s327.S327	2021-09-16 00:00:00	21.8	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.32	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55212	10090	Janvier Labs	22.2	g	51.206417488638486	0.99	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s328.1.S328.1	2021-09-16 00:00:00	25.2	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.53	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55219	10090	Janvier Labs	26	g	51.206417488638486	1.25	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s328.S328	2021-09-16 00:00:00	25.2	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.53	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55219	10090	Janvier Labs	26	g	51.206417488638486	1.25	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s329.1.S329.1	2021-09-16 00:00:00	22.6	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55220	10090	Janvier Labs	23.3	g	51.206417488638486	1.18	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s329.S329	2021-09-16 00:00:00	22.6	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55220	10090	Janvier Labs	23.3	g	51.206417488638486	1.18	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s33.S33	2021-09-16 00:00:00	not collected	g	2021-11-25 00:00:00	2021-11-25 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55225	10090	Janvier Labs	19.5	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung		colon content	15900	colon content	mouse gut metagenome	female	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s330.1.S330.1	2021-09-16 00:00:00	20.9	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.25	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55221	10090	Janvier Labs	21.8	g	51.206417488638486	1.03	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s330.S330	2021-09-16 00:00:00	20.9	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	TRUE	0.25	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55221	10090	Janvier Labs	21.8	g	51.206417488638486	1.03	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s331.1.S331.1	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s331.S331	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s332.1.S332.1	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s332.S332	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s333.1.S333.1	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s333.S333	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s334.1.S334.1	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s334.S334	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s335.1.S335.1	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s335.S335	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s336.1.S336.1	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s336.S336	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s337.1.S337.1	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s337.S337	not applicable	not applicable	g	not collected	not collected	not applicable	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	not collected	Control	Negative	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	FALSE	not applicable	Germany:NRW:Duesseldorf	not applicable	weeks	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	g	not collected	not applicable	g	not collected	not applicable	FALSE	control blank	15900	control blank library prep	metagenome	not applicable	256318	not applicable	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s34.S34	2021-09-16 00:00:00	not collected	g	2021-11-25 00:00:00	2021-11-25 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55226	10090	Janvier Labs	20.1	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s35.S35	2021-09-16 00:00:00	not collected	g	2021-11-25 00:00:00	2021-11-25 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55227	10090	Janvier Labs	19.4	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s36.S36	2021-09-16 00:00:00	not collected	g	2021-11-25 00:00:00	2021-11-25 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	13	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55228	10090	Janvier Labs	20.1	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s37.S37	2021-09-14 00:00:00	28.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.26	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	1	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55187	10090	Janvier Labs	29.8	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s38.S38	2021-09-14 00:00:00	32.3	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.6	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	1	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55188	10090	Janvier Labs	32.9	g	51.206417488638486	1.3	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
